apt,street,city,state,zipcode,min price,amenities,recent viewed,contact number,url
7733 Laurel Canyon Boulevard, 7733 Laurel Canyon Boulevard, North Hollywood, CA,91605,1725, Cable TV Ready; Garbage Disposal; Garbage included in rent; Heating: Gas; Laundry: Shared; On-Site Management; One Year Lease; Parking Lot; Range; Security: Gated Entry; Sewage included in rent; Spanish Speaking Staff; Water included in rent,38, 818-759-7912, https://hotpads.com/7733-laurel-canyon-blvd-north-hollywood-ca-91605-ttw61x/pad
2464 S Centinela Avenue, 2464 S Centinela Avenue, Los Angeles, CA,90064, Call, Cats Allowed; Dogs Allowed; Large Dogs Allowed; Small Dogs Allowed,250, 888-659-9596 x448775, https://hotpads.com/2464-s-centinela-ave-los-angeles-ca-90064-1n1zyxh/pad
2001 Walnut Avenue, 2001 Walnut Avenue, Venice, CA,90291, Call, Dryer; Elementary School: See City; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Heating system: Forced Air; High School: See City; Laundry: In Unit; MLS Listing ID: 18321320; Microwave Oven; Middle School: See City; Patio Balcony; Washer; Year Built: 2014; Range/Oven,57, 310-384-2676, https://hotpads.com/2001-walnut-ave-venice-ca-90291-w3w3yv/pad
1854 Sawtelle Boulevard, 1854 Sawtelle Boulevard, Los Angeles, CA,90025,2600, Air Conditioning; Bicycle Storage; Cats Allowed; Disabled Access; Dishwasher; Dryer; Elevator; Fireplace; Flooring: Tile; Garage; Heating: Gas; Laundry: In Unit; Microwave Oven; Off Street Parking; On-Site Management; One Year Lease; Oven; Patio; Patio Balcony; Range; Refrigerator; Rooftop Deck; Security: Controlled Access; Security: Gated Entry; Small Dogs Allowed; Underground Garage; Washer,76, 310-477-7777, https://hotpads.com/1854-sawtelle-blvd-los-angeles-ca-90025-1m2m34z/pad
15150 Roxford Street, 15150 Roxford Street, Sylmar, CA,91342,2005, ,81, hotpads, https://hotpads.com/15150-roxford-st-sylmar-ca-91342-1m3ndkq/pad
13318 Mulholland Drive, 13318 Mulholland Drive, Beverly Hills, CA,90210, Call, Covered Parking Spaces: 6; Fireplace; Flooring: Carpet; Flooring: Hardwood; Flooring: Stone; Furnished; Garbage Disposal; Heating system: Central Furnace; MLS Listing ID: OC17113352; Microwave Oven; Refrigerator; School District: Los Angeles Unified; Swimming Pool; View Type: City View; View Type: Mountain View; View Type: Ocean; Washer; Year Built: 1981,12, 949-276-7325, https://hotpads.com/13318-mulholland-dr-beverly-hills-ca-90210-skhbf5/pad
Angelene, 915 N La Brea Avenue, West Hollywood, CA,90038,2695, Barbecue; Bicycle Storage; Carpeted bedrooms; Cats Allowed; Conference Room; Detached Garage; Dishwasher; Dryer; Efficient Appliances; Elevator; Extra Storage; Fire Pit with Lounge Seating; Fitness Center; Flooring: Tile; Flooring: Wood; Garbage Disposal; Group Excercise; Large Dogs Allowed; Laundry: In Unit; Media Room; Off Street Parking; Patio Balcony; Quartz countertops; Range; Recycling; Refrigerator; Security: Gated Entry; Small Dogs Allowed; Spa; Stories: 5; Sundeck; Swimming Pool; Washer; Year Built: 2016; Yoga and Spin Studio,78, 1-323-688-5874, https://hotpads.com/angelene-los-angeles-ca-90038-u7aumz/pad
4261 1/2 Garthwaite Avenue, 4261 1/2 Garthwaite Avenue, Los Angeles, CA,90008, Call, Centralize location near metro station mall etc.; Electricity not included in rent; Flooring: Hardwood; Garage; Garbage not included in rent; Gas not included in rent; Laundry: Shared; Off Street Parking; Sewage not included in rent; Water not included in rent,42, 213-220-2678, https://hotpads.com/4261-12-garthwaite-ave-los-angeles-ca-90008-1q43c88/pad
5439 Russell Avenue, 5439 Russell Avenue, Los Angeles, CA,90027,1750, ,8, hotpads, https://hotpads.com/5439-russell-ave-los-angeles-ca-90027-1m2mrux/pad
1050 S Grand Avenue, 1050 S Grand Avenue, Los Angeles, CA,90015,2650, ,35, hotpads, https://hotpads.com/1050-s-grand-ave-los-angeles-ca-90015-w3wh0g/pad
4338 Gayle Drive, 4338 Gayle Drive, Tarzana, CA,91356, Call, Architecture Style: Contemporary; Fireplace; MLS Listing ID: 18-305804; Swimming Pool; Year Built: 2017,4, 323-404-7404, https://hotpads.com/4338-gayle-dr-tarzana-ca-91356-1m3r38f/pad
S Centinela Avenue, S Centinela Avenue, Los Angeles, CA,90025, Call, Air Conditioning; Flooring: Hardwood; Garbage Disposal; Garbage included in rent; Laundry: Shared; Off Street Parking; Parking Spaces: 1; Water included in rent; Range/Oven,103, 818-883-7000, https://hotpads.com/1440-s-centinela-ave-los-angeles-ca-90025-tgg2q8/pad
2300 S San Pedro Street, 2300 S San Pedro Street, Los Angeles, CA,90011, Call, Cats Allowed; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Large Dogs Allowed; Laundry: Shared; Microwave Oven; Near Transportation; Refrigerator; Security: Gated Entry; Street Parking; Washer,46, 310-272-9364, https://hotpads.com/2300-s-san-pedro-st-los-angeles-ca-90011-1n1u7u5/pad
Natick Park, 4701 Natick Avenue, Sherman Oaks, CA,91403,1845, BBQ/Picnic Area; Beautiful Landscaping; Business Center; Carpeting; Cats Allowed; Ceiling Fan; Central Air/Heating; Club House; Custom Cabinetry*; Dishwasher; Easy Access to Freeways; Easy Access to Shopping; Electronic Thermostat; Elevator; Fitness Center; Flooring: Wood; Free Weights; Garbage Disposal; Granite Counter Tops*; Laundry: Shared; Microwave Oven; Moments to Ventura Boulevard; Off Street Parking; On-Site Maintenance; On-Site Management; Open House Daily 10-5; Over sized Floor Plans; Patio Balcony; Pictures may not be of exact apartment home; Quartz Counter Tops; Reading Room; Recreation Room; Sauna; Security: Gated Entry; Spa; Stainless Steel Appliances*; Stories: 3; Swimming Pool; Yoga Room,72, 1-818-593-0019, https://hotpads.com/natick-park-sherman-oaks-ca-91403-skha1q/pad
711 S Olive Street, 711 S Olive Street, Los Angeles, CA,90014,2600, ,44, hotpads, https://hotpads.com/711-s-olive-st-los-angeles-ca-90014-skp8q6/pad
573 W Upland Avenue, 573 W Upland Avenue, San Pedro, CA,90731, Call, Dryer; Flooring: Tile; Laundry: In Unit; Off Street Parking; Street Parking; Washer; Year Built: 1930; all appliances included office space and yard; all appliances included office space and yard.; Granite countertop; Stainless steel appliances,44, 562-304-3988, https://hotpads.com/573-w-upland-ave-san-pedro-ca-90731-1txdfvh/pad
2110 Carmona Avenue, 2110 Carmona Avenue, Los Angeles, CA,90016, Call, Cats Allowed; Dogs Allowed; Large Dogs Allowed; Small Dogs Allowed,43, 310-600-9345, https://hotpads.com/2110-carmona-ave-los-angeles-ca-90016-1tyj8hd/pad
533 N Palos Verdes Street, 533 N Palos Verdes Street, San Pedro, CA,90731, Call, Electricity not included in rent; Flooring: Hardwood; Garbage not included in rent; Gas not included in rent; Off Street Parking,21, 714-745-2826, https://hotpads.com/533-n-palos-verdes-st-san-pedro-ca-90731-1pv441d/pad
508 Boccaccio Avenue, 508 Boccaccio Avenue, Venice, CA,90291,4150, ,56, hotpads, https://hotpads.com/508-boccaccio-ave-venice-ca-90291-tgsd2u/pad
6613 Whitley Terrace, 6613 Whitley Terrace, Los Angeles, CA,90068, Call, Covered Parking Spaces: 2; Fireplace; Flooring: Hardwood; Flooring: Marble; Furnished; Heating system: Central; MLS Listing ID: 18315640; Swimming Pool; View Type: City View; Year Built: 1922,20, 310-820-9335, https://hotpads.com/6613-whitley-ter-los-angeles-ca-90068-u224wj/pad
1814 Pacific Avenue, 1814 Pacific Avenue, Venice, CA,90291,2095, Cats Allowed; Dogs Allowed; Large Dogs Allowed; Laundry: Shared; Small Dogs Allowed,164, 323-207-0833, https://hotpads.com/1814-pacific-avenue-venice-ca-90291-skv2bx/pad
10300 National Boulevard, 10300 National Boulevard, Los Angeles, CA,90034, Call, ,143, 310-597-0033, https://hotpads.com/10300-national-blvd-los-angeles-ca-90034-skez0h/pad
456 Stanley Avenue, 456 Stanley Avenue, Los Angeles, CA,90036,4195, ,61, 818-517-8585, https://hotpads.com/2-bed-4195-los-angeles-ca-90036-1n1x2ch/pad
205 Horizon Avenue, 205 Horizon Avenue, Venice, CA,90291,3700, Air Conditioning; Cats Allowed; Dogs Allowed; Furnished; Garbage included in rent; Laundry: Shared; Range; Refrigerator; Small Dogs Allowed; Washer; Water included in rent; Yard -,23, 310-699-0643, https://hotpads.com/205-horizon-avenue-venice-ca-90291-skps3g/pad
Park Merridy, 17819 Merridy Street, Los Angeles, CA,91325,1450, Air Conditioning; Cable TV Ready; Club Room with billiard table.; Laundry: Shared; On-Site Maintenance; Patio Balcony; Security: Controlled Access; Swimming Pool; Washer; Lobby and two elevators,63, 1-818-960-1731, https://hotpads.com/park-merridy-northridge-ca-91325-skfdt5/pad
Delano Street, Delano Street, Van Nuys, CA,91411, Call, Room number of roommates: 1,17, hotpads, https://hotpads.com/14746-delano-st-van-nuys-ca-91411-1m3v14m/pad
16459 Garvin Drive, 16459 Garvin Drive, Encino, CA,91436, Call, Carport; Covered Parking Spaces: 2; Fireplace; Flooring: Hardwood; Freezer; Heating system: Central; MLS Listing ID: 18307622; Refrigerator; Swimming Pool; Year Built: 1961,13, 818-618-1006, https://hotpads.com/16459-garvin-dr-encino-ca-91436-1m3vfx2/pad
2219 6th Avenue, 2219 6th Avenue, Los Angeles, CA,90018, Call, Air Conditioning; Dryer; Furnished; Laundry: In Unit; Off Street Parking; Washer,15, 310-734-9079, https://hotpads.com/2219-6th-ave-los-angeles-ca-90018-1m2jvj4/pad
8730 Hollywood Hills Road, 8730 Hollywood Hills Road, Los Angeles, CA,90046, Call, Attached Garage; Carport; Ceiling Fan; Covered Parking Spaces: 2; Dryer; Fireplace; Flooring: Carpet; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18306302; Patio Balcony; Refrigerator; Swimming Pool; View Type: Mountain View; Washer; Year Built: 1954,19, 323-868-1919, https://hotpads.com/8730-hollywood-hills-rd-los-angeles-ca-90046-1m2qwh9/pad
8152 Ellenbogen Street, 8152 Ellenbogen Street, Sunland, CA,91040, Call, Cats Allowed; Large Dogs Allowed; Small Dogs Allowed,20, 818-275-3959, https://hotpads.com/8152-ellenbogen-st-sunland-ca-91040-1m3duur/pad
1234 N Cahuenga Boulevard, 1234 N Cahuenga Boulevard, Los Angeles, CA,90038, Call, Laundry: none; Year Built: 1924,43, 310-876-2351, https://hotpads.com/1234-n-cahuenga-blvd-los-angeles-ca-90038-sm5gqr/pad
5611 Carlton Way, 5611 Carlton Way, Los Angeles, CA,90028,1500, Elevator; Laundry: Shared; Limited Parking Options Available - Inquire Within; Online Rent Payment; Pets Welcome; Refrigerator; Security: Controlled Access; Security: Gated Entry; Storage Space; Stories: 5; Brand-New Stainless Steel Appliances; Newly Renovated Studio & 1 Bedroom Apartment Homes; Spacious New-York Style Apartments; Stunning Views of Hollywood & Downtown Los Angeles; Stylish Window Treatments in Every Home; View,151, 1-323-629-4799, https://hotpads.com/5611-carlton-way-los-angeles-ca-90028-ttumw1/pad
2328 San Ysidro Drive, 2328 San Ysidro Drive, Beverly Hills, CA,90210, Call, Covered Parking Spaces: 2; Detached Garage; Dryer; Fireplace; Flooring: Hardwood; Freezer; Furnished; Heating system: Central; Laundry: In Unit; MLS Listing ID: 13683575; Patio Balcony; Refrigerator; Security: Intercom; Spa; Swimming Pool; Washer; Year Built: 1960,4, 310-888-8700, https://hotpads.com/2328-san-ysidro-dr-beverly-hills-ca-90210-skmc6t/pad
8418 Naylor Avenue, 8418 Naylor Avenue, Los Angeles, CA,90045, Call, Dryer; Flooring: Hardwood; Furnished; Garage; Gas Stove; Heating: Other; Laundry: In Unit; Off Street Parking; Patio Balcony; Washer; Water included in rent,18, 805-807-1226, https://hotpads.com/8418-naylor-ave-los-angeles-ca-90045-1m2qkz0/pad
10452 Amberwood Lane, 10452 Amberwood Lane, Northridge, CA,91326, Call, ,18, 805-379-1686, https://hotpads.com/10452-amberwood-ln-porter-ranch-ca-91326-1m3kbzr/pad
3858 S Van Ness Avenue, 3858 S Van Ness Avenue, Los Angeles, CA,90062, Call, Air Conditioning; Baldwin Hills Crenshaw Plaza; California Science Center; Cats Allowed; Dryer; Expo Line; Exposition Park; Flooring: Hardwood; Garage; Laundry: In Unit; Small Dogs Allowed; Washer; Water included in rent,172, 562-477-8478, https://hotpads.com/3858-s-van-ness-ave-los-angeles-ca-90062-1n1zqhm/pad
130 S Flores Street, 130 S Flores Street, Los Angeles, CA,90048, Call, Air Conditioning; Flooring: Hardwood; Garage; Laundry: Shared; Patio Balcony,55, 323-481-7866, https://hotpads.com/130-s-flores-st-los-angeles-ca-90048-sz8xsx/pad
219 Columbia Place, 219 Columbia Place, Los Angeles, CA,90026, Call, Cats Allowed; DTLA; Dryer; Echo Park; Electricity not included in rent; Garbage not included in rent; Gas not included in rent; Laundry: In Unit; Small Dogs Allowed; Walkable; Washer; Water not included in rent,44, 818-219-5714, https://hotpads.com/219-columbia-pl-los-angeles-ca-90026-1m2mdga/pad
12941 Runway Road, 12941 Runway Road, Playa Vista, CA,90094, Call, Covered Parking Spaces: 2; Dryer; Fireplace; Garbage Disposal; Heating system: Central Furnace; Laundry: In Unit; Lot Size: 1.847; MLS Listing ID: SB18058049; Microwave Oven; Patio Balcony; Refrigerator; School District: Los Angeles Unified; Storage Space; View Type: None; Washer; Year Built: 2004; Porch; Range/Oven; Wired,7, 310-745-1600, https://hotpads.com/12941-runway-rd-playa-vista-ca-90094-th7n5r/pad
17538 Posetano Road, 17538 Posetano Road, Pacific Palisades, CA,90272, Call, Architecture Style: Contemporary; Cable TV Ready; Covered Parking Spaces: 1; Dryer; Exterior Type: Stucco; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Heating system: Central; Heating: Gas; Laundry: In Unit; MLS Listing ID: 18322440; Microwave Oven; Roof Type: Composition; School District: Los Angeles Unified; Storage Space; View Type: City View; Washer; Year Built: 1957; Vaulted Ceiling; Wired,35, 310-571-5081, https://hotpads.com/17538-posetano-rd-pacific-palisades-ca-90272-sq5880/pad
19126 Strathern Street, 19126 Strathern Street, Reseda, CA,91335, Call, Condo Floor Number: 1; Covered Parking Spaces: 4; Fireplace; MLS Listing ID: SR18020199; Microwave Oven; Patio Balcony; School District: Los Angeles Unified; View Type: None; Washer; Year Built: 1949; Porch; Range/Oven,16, 818-802-9589, https://hotpads.com/19126-strathern-st-reseda-ca-91335-1m3mbeb/pad
11041 Hesby Street, 11041 Hesby Street, North Hollywood, CA,91601,3250, Air Conditioning; Cats Allowed; Dishwasher; Dryer; Flooring: Hardwood; Flooring: Laminate; Flooring: Tile; Freezer; Garage; Garbage Disposal; Laundry: In Unit; Microwave Oven; One Year Lease; Oven; Patio; Patio Balcony; Range; Refrigerator; Security: Gated Entry; Security: Intercom; Small Dogs Allowed; Washer; Washer/Dryer Hookups,34, 310-266-4919, https://hotpads.com/11041-hesby-st-north-hollywood-ca-91601-sswn3m/pad
401 S Saint Andrews Place, 401 S Saint Andrews Place, Los Angeles, CA,90020, Call, Air Conditioning; Carport; Cats Allowed; Flooring: Hardwood; Heating system: Heat: forced air; Laundry: Shared; Parking Spaces: 1; Patio Balcony; Refrigerator; Small Dogs Allowed; Range/Oven,55, 562-972-3513, https://hotpads.com/401-s-saint-andrews-pl-los-angeles-ca-90020-sv5mv3/pad
435 S Virgil Avenue, 435 S Virgil Avenue, Los Angeles, CA,90020,1750, ,76, hotpads, https://hotpads.com/435-s-virgil-ave-los-angeles-ca-90020-skmx81/pad
1346 Mccollum Street, 1346 Mccollum Street, Los Angeles, CA,90026, Call, Electricity not included in rent; Gas not included in rent; Water not included in rent,51, 323-660-3600, https://hotpads.com/1346-mccollum-st-los-angeles-ca-90026-1m2m7e0/pad
Cahuenga Heights, 2104 N Cahuenga Boulevard, Los Angeles, CA,90068,2425, 9 Foot Ceilings; Air Conditioning; Balcony/Patio; Breakfast Bar; Cable TV Ready; Cats Allowed; Central Air/Heating; Detached Garage; Dishwasher; Elevator; Fireplace; Flooring: Hardwood; Flooring: Tile; Garage; Large Dogs Allowed; Microwave Oven; Mirrored Closet Doors; Off Street Parking; On-Site Maintenance; Pantry; Patio Balcony; Refrigerator; Satellite TV Ready; Security: Gated Entry; Small Dogs Allowed; Stories: 4; Vaulted Ceilings; Vertical Blinds; Views Available; Walk-in Closets,89, 1-562-273-9233, https://hotpads.com/cahuenga-heights-los-angeles-ca-90068-sm4fmd/pad
155 W 85th Place, 155 W 85th Place, Los Angeles, CA,90003, Call, Ceiling Fan; Security: Gated Entry; Year Built: 1968,21, 323-756-8496, https://hotpads.com/155-w-85th-pl-los-angeles-ca-90003-sm2vny/pad
5564 Homeside Avenue, 5564 Homeside Avenue, Los Angeles, CA,90016,2250, ,52, hotpads, https://hotpads.com/5564-homeside-ave-los-angeles-ca-90016-1m2js8u/pad
2753 Laurel Pass, 2753 Laurel Pass, Los Angeles, CA,90046, Call, Architecture Style: Contemporary; Covered Parking Spaces: 4; Dryer; Fireplace; Flooring: Hardwood; Furnished; Heating system: Central; Laundry: In Unit; MLS Listing ID: 17208076; Microwave Oven; Patio Balcony; Refrigerator; Swimming Pool; View Type: Mountain View; Washer; Year Built: 1961,6, 310-888-8700, https://hotpads.com/2753-laurel-pass-los-angeles-ca-90046-sktm16/pad
7346 W 88th Street, 7346 W 88th Street, Los Angeles, CA,90045, Call, Dryer; Fireplace; Flooring: Hardwood; Laundry: In Unit; Off Street Parking; Washer,11, hotpads, https://hotpads.com/7346-w-88th-st-los-angeles-ca-90045-tprp53/pad
3106 Blanchard Street, 3106 Blanchard Street, Los Angeles, CA,90063, Call, ,129, 323-919-5348, https://hotpads.com/3106-blanchard-st-los-angeles-ca-90063-1m2rkrt/pad
3252 Overland Avenue, 3252 Overland Avenue, Los Angeles, CA,90034,1600, Air Conditioning; BBQ/Picnic Area; Cable TV Ready; Carpeting; Cats Allowed; Ceiling Fan; Detached Garage; Extra Storage; Garbage Disposal; High-speed Internet Ready; Laundry: Shared; Off Street Parking; On-Site Maintenance; Pictures may not be of exact apartment home; Security: Gated Entry; Security: Night Patrol; Swimming Pool; Walk In Closets,131, 310-819-3443, https://hotpads.com/overland-avenue-apartments-los-angeles-ca-90034-ss9pjg/pad
S Hayworth Avenue, S Hayworth Avenue, Los Angeles, CA,90035, Call, Air Conditioning; Dryer; Flooring: Hardwood; Furnished; Garage; Gas not included in rent; Laundry: In Unit; Off Street Parking; Patio Balcony; Washer; Water not included in rent,20, hotpads, https://hotpads.com/1143-s-hayworth-ave-los-angeles-ca-90035-1n1wvs1/pad
1027 South Broadway, 1027 South Broadway, Los Angeles, CA,90015, Call, Barbecue; Basketball Court; Business Center; Cable TV Ready; Carport; Disabled Access; Dryer; Elevator; Fitness Center; Flooring: Hardwood; Flooring: Tile; Freezer; Garbage Disposal; Guest parking; Heating system: Heat: forced air; Laundry: In Unit; Master bath; Microwave Oven; Near Transportation; New property; Parking Spaces: 2; Patio Balcony; Refrigerator; Secured entry; Security: Doorman; Security: Gated Entry; Storage Space; Street Parking; Swimming Pool; Washer; Year Built: 2017; Alarm; Granite countertop; Range/Oven; Skylight; Stainless steel appliances,16, 213-514-5777, https://hotpads.com/1027-south-broadway-los-angeles-ca-90015-1m2jht6/pad
301 S Kenmore Avenue, 301 S Kenmore Avenue, Los Angeles, CA,90020, Call, Cats Allowed; Flooring: Hardwood; Flooring: Tile; Laundry: Shared; Refrigerator; Small Dogs Allowed; Street Parking; Granite countertop; Range/Oven,179, 323-557-3482, https://hotpads.com/301-s-kenmore-ave-los-angeles-ca-90020-1n1vj2q/pad
2309 Hauser Boulevard, 2309 Hauser Boulevard, Los Angeles, CA,90016,2800, ,52, hotpads, https://hotpads.com/2309-hauser-blvd-los-angeles-ca-90016-szre2c/pad
12740 Oxnard Street, 12740 Oxnard Street, North Hollywood, CA,91606,2195, ,27, hotpads, https://hotpads.com/12740-oxnard-st-north-hollywood-ca-91606-ttw680/pad
3905 Inglewood Boulevard, 3905 Inglewood Boulevard, Mar Vista, CA,90066, Call, Air Conditioning; Attached Garage; Condo Floor Number: 2; Elevator; Fireplace; Flooring: Hardwood; Garage; Garbage included in rent; Laundry: Shared; Loft; Parking Spaces: 2; Patio Balcony; Security: Controlled Access; Washer; Water included in rent; Granite countertop; Range/Oven,79, 213-494-5053, https://hotpads.com/3905-inglewood-blvd-los-angeles-ca-90066-1m2sm5s/pad
1415 1/2 W 38th Street, 1415 1/2 W 38th Street, Los Angeles, CA,90062, Call, ,22, 310-872-1616, https://hotpads.com/1415-12-w-38th-st-los-angeles-ca-90062-1ttdcwk/pad
7765 W 91st Street #A1125, 7765 W 91st Street #A1125, Playa Del Rey, CA,90293, Call, Electricity not included in rent; Garage; Laundry: Shared,60, 424-276-8074, https://hotpads.com/a1125/pad
The Hesby, 5031 Fair Avenue, North Hollywood, CA,91601,2309, Fitness Center; Recreation Room; Sauna; Security: Gated Entry; Spa; Stories: 6; Swimming Pool; Transportation,43, 1-747-900-4446, https://hotpads.com/the-hesby-north-hollywood-ca-91601-skfmh8/pad
Garment Lofts, 217 E 8th Street, Los Angeles, CA,90014,1935, Air Conditioning; Cable TV Ready; Cats Allowed; Dogs Allowed; Dryer; Fitness Center; Heating: Electric; Laundry: In Unit; Laundry: Shared; Security: Controlled Access; Storage Space; Swimming Pool; Washer,107, 1-213-297-1941, https://hotpads.com/garment-lofts-los-angeles-ca-90014-tuye0k/pad
1541 S Curson Avenue, 1541 S Curson Avenue, Los Angeles City, CA,90019, Call, Attached Garage; Elementary School: check w/city; Flooring: Hardwood; High School: check w/city; MLS Listing ID: 18314376; Middle School: check w/city; Year Built: 1928,23, 310-486-2286, https://hotpads.com/1541-s-curson-ave-los-angeles-ca-90019-1n1ve7d/pad
8332 Zelzah Avenue, 8332 Zelzah Avenue, Northridge, CA,91325, Call, ,46, 855-721-7368, https://hotpads.com/8332-zelzah-ave-northridge-ca-91325-skvx6h/pad
888 Hilgard Avenue, 888 Hilgard Avenue, Los Angeles City, CA,90024,3035, ,22, hotpads, https://hotpads.com/888-hilgard-ave-los-angeles-ca-90024-tmdk4a/pad
8710 Belford Avenue #203B, 8710 Belford Avenue #203B, Los Angeles, CA,90045, Call, Cats Allowed; Club House; Dogs Allowed; Exercise Facility -; Garbage included in rent; Gas included in rent; Small Dogs Allowed; Swimming Pool; Water included in rent; gated community,34, 949-369-5555, https://hotpads.com/203b/pad
4109 Menlo Avenue, 4109 Menlo Avenue, Los Angeles, CA,90037, Call, Covered Parking Spaces: 2; MLS Listing ID: SB18055427; Refrigerator; School District: Los Angeles Unified; View Type: None; Washer; Year Built: 2016; Range/Oven,24, 310-217-4015, https://hotpads.com/4109-menlo-ave-los-angeles-ca-90037-1pv9hgb/pad
17725 Revello Drive, 17725 Revello Drive, Pacific Palisades, CA,90272, Call, Architecture Style: Modern; Cable TV Ready; Ceiling Fan; Covered Parking Spaces: 4; Deck; Dryer; Fireplace; Flooring: Hardwood; Flooring: Tile; Freezer; Furnished; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18323462; Microwave Oven; Patio Balcony; Refrigerator; Security: Intercom; View Type: City View; View Type: Mountain View; View Type: Water View; Washer; Year Built: 1952,5, 310-704-4248, https://hotpads.com/17725-revello-dr-pacific-palisades-ca-90272-tz9q36/pad
4234 Montclair Street, 4234 Montclair Street, Los Angeles, CA,90018, Call, Cable TV Ready; Ceiling Fan; Condo Floor Number: 1; Flooring: Hardwood; Flooring: Tile; Gated; Heating system: Heat: forced air; Laundry: Shared; Refrigerator; Secured entry; Utilities included in rent; Year Built: 1940; Range/Oven,185, 323-522-5115, https://hotpads.com/4234-montclair-st-los-angeles-ca-90018-sm01yq/pad
11819 Kling Street, 11819 Kling Street, Valley Village, CA,91607, Call, Air Conditioning; Cats Allowed; Disabled Access; Flooring: Hardwood; Laundry: Shared; Utilities included in rent,124, 818-396-7213, https://hotpads.com/11819-kling-st-valley-village-ca-91607-1m3x4zt/pad
11255 Paseo Mirasol, 11255 Paseo Mirasol, Porter Ranch, CA,91326, Call, MLS Listing ID: 318000428; Year Built: 2009,10, 818-875-4141, https://hotpads.com/11255-paseo-mirasol-porter-ranch-ca-91326-1m3kd7t/pad
4040 Braeburn Way, 4040 Braeburn Way, Los Angeles, CA,90027, Call, Architecture Style: Modern; Condo Floor Number: 2; Covered Parking Spaces: 2; Deck; Dryer; Heating system: Central Furnace; Laundry: In Unit; MLS Listing ID: PW17267639; Microwave Oven; Patio Balcony; Refrigerator; School District: Los Angeles Unified; Storage Space; View Type: Catalina; View Type: City View; View Type: Panoramic; Washer; Year Built: 1979; Porch; Wired,20, 562-301-5834, https://hotpads.com/4040-braeburn-way-los-angeles-ca-90027-1m2mnj3/pad
13439 Gager Street, 13439 Gager Street, Pacoima, CA,91331, Call, Attached Garage; Carport; Elementary School: LAUSD; Flooring: Laminate; Flooring: Tile; High School: LAUSD; MLS Listing ID: 18320978; Middle School: LAUSD; Year Built: 1965,15, 818-915-3467, https://hotpads.com/13439-gager-st-pacoima-ca-91331-1m3kzbg/pad
Collins Street, Collins Street, Valley Village, CA,91607, Call, Room number of roommates: 1,69, 310-999-5599, https://hotpads.com/12253-collins-st-valley-village-ca-91607-1m3x6cz/pad
4685 San Andreas, 4685 San Andreas, Los Angeles, CA,90065, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Large house; Laundry: In Unit; Off Street Parking; Parking included in rent; Patio Balcony; Small Dogs Allowed; Washer; freestanding; large yard; mt washington; spacious; tranquil; two story,74, 213-454-6422, https://hotpads.com/4685-san-andreas-ave-los-angeles-ca-90065-1m2s86a/pad
4524 3rd Avenue, 4524 3rd Avenue, Los Angeles City, CA,90043, Call, Detached Garage; Flooring: Hardwood; MLS Listing ID: 17289702; Utilities fee required; Year Built: 1941,138, 310-256-3040, https://hotpads.com/4524-3rd-ave-los-angeles-ca-90043-1m2q583/pad
5185 Garden Grove Avenue, 5185 Garden Grove Avenue, Tarzana, CA,91356, Call, Air Conditioning; Cats Allowed; Disabled Access; Dryer; Electricity not included in rent; Flooring: Hardwood; Garage; Gas not included in rent; Laundry: In Unit; Off Street Parking; Patio Balcony; Small Dogs Allowed; Washer; Water not included in rent,38, 818-277-4818, https://hotpads.com/5185-garden-grove-ave-tarzana-ca-91356-u68sze/pad
1051 S Orange Grove Avenue, 1051 S Orange Grove Avenue, Los Angeles, CA,90019, Call, Air Conditioning; Ask about pets!; Cats Allowed; Dryer; Flooring: Hardwood; Garage; Laundry: In Unit; Off Street Parking; Washer,17, 213-545-1039, https://hotpads.com/1051-s-orange-grove-ave-los-angeles-ca-90019-1tz7egu/pad
7228 Woodrow Wilson Drive, 7228 Woodrow Wilson Drive, Los Angeles, CA,90068, Call, Attached Garage; Cable TV Ready; Condo Floor Number: 2; Covered Parking Spaces: 3; Dryer; Fireplace; Flooring: Carpet; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Garden; Heating system: Central Furnace; Heating system: Forced Air; Laundry: In Unit; Lawn; MLS Listing ID: CV18051914; Patio Balcony; Refrigerator; Roof Type: Composition; School District: Other; Storage Space; View Type: Canyon; View Type: Neighborhood; View Type: Territorial View; Washer; Year Built: 1962; Porch; Vaulted Ceiling; Wired,35, 760-684-8100, https://hotpads.com/7228-woodrow-wilson-dr-los-angeles-ca-90068-skq730/pad
1873 Midvale Avenue, 1873 Midvale Avenue, Los Angeles, CA,90025, Call, Building Deposit Fee Maximum: 4600; Building Deposit Fee Minimum: 4600; Cats Allowed; Dryer; Garage; Laundry: In Unit; Off Street Parking; Small Dogs Allowed; Walk to restaurants shopping and markets along Westwood Blvd.; Washer,40, 310-994-4548, https://hotpads.com/1873-midvale-ave-los-angeles-ca-90025-1qcbsnm/pad
